n,α,β,θ,ρ,ρlow
10,1.0623360857458244,1.3257351786492746,0.1507681265064708,0.19550224251623866,0.10152975793832464
25,0.7428676663200348,1.0973018663879215,0.4325892191368369,0.20424955092581695,0.19424955092545437
50,1.1190841184001457,1.0236444816544024,0.30949928973499263,0.204249550926088,0.19424955092545437
75,1.152610087763869,0.9949118694649676,0.3348159189612158,0.20424955092605518,0.19424955092545437
100,0.9849111625782238,1.0476567630206608,0.34098912354070465,0.20924377042657158,0.1992437704258283
125,0.7891349468302102,1.0572276353793986,0.4658991352656598,0.20924377042635667,0.1992437704258283
150,0.8653279404247459,1.0430597864367954,0.4545023356225691,0.2092437704262938,0.1992437704258283
175,0.863594077594598,1.0409476435207938,0.45371921390570813,0.20924377042582834,0.1992437704258283
200,0.8707349259858017,1.0324424980503812,0.4983649327207546,0.20924377042582834,0.1992437704258283
