n,α,β,θ,ρ,ρlow
10,0.9843441055414057,0.7895265537870473,5.948646925722163,0.6285808788623399,0.618580878765804
25,1.3484260280850116,0.7163481106986548,3.697131825167252,0.6914568952610451,0.6814568952608662
50,2.0098279225147335,0.6734074040549803,2.219751732432523,0.7013146880785367,0.6913146880785366
75,2.208409966590907,0.6663919539459837,1.9844070218145213,0.7098456903095786,0.6998456903095784
100,1.9826013669476037,0.6849660174091532,2.443971887666465,0.7098456903095786,0.6998456903095784
125,2.2336824436362623,0.6722779632470621,2.3522892819813706,0.7098456903095786,0.6998456903095784
150,2.281412069780747,0.6685733998448962,2.2417833651515764,0.7098456903095786,0.6998456903095784
175,2.2489601929088225,0.6685611980532805,2.3140794773491553,0.7098456903095786,0.6998456903095784
200,2.1872752595339797,0.6727253988603208,2.2586076353523103,0.7098456903095786,0.6998456903095784
