α,β,θ,ρ
1.6220384264352548,0.7215026937609886,3.4600620078311706,0.20100471594803304
1.6220384264352548,0.7215026937609886,2.6750261055300624,0.20100471594803304
1.6220384264352548,0.7215026937609886,2.76345647690102,0.20100471594803304
1.6220384264352548,0.7215026937609886,2.49991204294002,0.20100471594803304
1.6220384264352548,0.7215026937609886,3.028604418459987,0.20100471594803304
1.6220384264352548,0.7215026937609886,2.9925154415072117,0.20100471594803304
1.6220384264352548,0.7215026937609886,2.7872634549431465,0.20100471594803304
1.6220384264352548,0.7215026937609886,2.5448106355680427,0.20100471594803304
1.6220384264352548,0.7215026937609886,2.5703224934940994,0.20100471594803304
1.6220384264352548,0.7215026937609886,2.7090484800260985,0.20100471594803304
1.6220384264352548,0.7215026937609886,2.611334836872736,0.20100471594803304
1.6220384264352548,0.7215026937609886,2.544987064684225,0.20100471594803304
1.5747038064409276,0.7215026937609886,2.511247248914571,0.20100471594803304
1.5747038064409276,0.7215026937609886,2.7463254233113097,0.20100471594803304
1.7016118583251985,0.7215026937609886,2.8330408889747583,0.20100471594803304
1.7016118583251985,0.7215026937609886,2.4755734809182854,0.20100471594803304
1.7016118583251985,0.7215026937609886,2.669732332284844,0.20100471594803304
1.7016118583251985,0.7215026937609886,2.6546850311442327,0.20100471594803304
1.682728602279087,0.7215026937609886,2.616341248641908,0.20100471594803304
1.682728602279087,0.7215026937609886,2.434523347913643,0.20100471594803304
1.7870209298615731,0.7215026937609886,2.413045506399309,0.20100471594803304
1.7870209298615731,0.7215026937609886,2.3303766278767273,0.20100471594803304
1.7870209298615731,0.7215026937609886,2.4783860825942234,0.20100471594803304
1.7870209298615731,0.7215026937609886,2.3826328776983248,0.20100471594803304
1.7870209298615731,0.7215026937609886,2.53059495749872,0.20100471594803304
1.7870209298615731,0.7215026937609886,2.472917385006628,0.20100471594803304
1.7870209298615731,0.7215026937609886,2.275667689891213,0.20100471594803304
1.7870209298615731,0.7215026937609886,2.489636056334884,0.20100471594803304
1.7550177897654484,0.7215026937609886,2.4140088429517856,0.20100471594803304
1.7550177897654484,0.7215026937609886,2.4644625732958607,0.20100471594803304
1.7550177897654484,0.7215026937609886,2.2218508909241774,0.20100471594803304
1.7550177897654484,0.7144672817126795,2.791801221656661,0.20100471594803304
1.7550177897654484,0.7144672817126795,2.6764820775856784,0.20100471594803304
1.7550177897654484,0.7144672817126795,2.936367015135733,0.20100471594803304
1.7550177897654484,0.7144672817126795,2.2759816856585355,0.20100471594803304
1.7550177897654484,0.7144672817126795,2.5450403807433384,0.20100471594803304
1.7550177897654484,0.7144672817126795,2.5703699455243645,0.20100471594803304
1.7550177897654484,0.7340099520921418,2.7196153974633757,0.20100471594803304
1.7550177897654484,0.7340099520921418,2.345341130989337,0.20100471594803304
1.7550177897654484,0.7340099520921418,2.851823393083764,0.20100471594803304
1.7550177897654484,0.7340099520921418,2.2290553501191783,0.20100471594803304
1.7550177897654484,0.7340099520921418,2.50257428116009,0.20100471594803304
1.7550177897654484,0.7340099520921418,2.708701394269099,0.20100471594803304
1.828691921197038,0.7340099520921418,2.278664362063662,0.20100471594803304
1.82138469322273,0.7340099520921418,2.378995016539172,0.20100471594803304
1.82138469322273,0.7340099520921418,2.3615964968290326,0.20100471594803304
1.82138469322273,0.7340099520921418,2.4856473652535747,0.20100471594803304
1.82138469322273,0.7340099520921418,2.1277246023354017,0.20100471594803304
1.82138469322273,0.7340099520921418,2.464676982226,0.20100471594803304
1.82138469322273,0.7246825405978374,2.2818757996640824,0.20100471594803304
1.8926192026032815,0.7246825405978374,2.2598707092939776,0.20100471594803304
1.8926192026032815,0.7246825405978374,2.1021361303807335,0.20100471594803304
1.8926192026032815,0.7246825405978374,2.4152544100849545,0.20100471594803304
1.9868145019320615,0.7246825405978374,2.2604550031326327,0.20100471594803304
1.9868145019320615,0.7017797811510591,2.1020062333642993,0.20100471594803304
1.9868145019320615,0.7017797811510591,2.509823574822548,0.20100471594803304
2.0118040594003483,0.7017797811510591,2.272468895849313,0.20100471594803304
2.0118040594003483,0.7017797811510591,2.691438469686052,0.20100471594803304
2.0118040594003483,0.7017797811510591,2.4069364037412067,0.20100471594803304
2.0118040594003483,0.7090695707867228,2.2228148924188758,0.20100471594803304
2.0118040594003483,0.7090695707867228,2.170200538833656,0.20100471594803304
2.0118040594003483,0.7090695707867228,2.297027368695696,0.20100471594803304
1.9648482584863136,0.7090695707867228,2.2825266099452324,0.20100471594803304
1.719142932638205,0.7090695707867228,2.4113292541900813,0.20100471594803304
1.719142932638205,0.7090695707867228,2.4647581293943213,0.20100471594803304
1.8073331402367643,0.7090695707867228,2.257529819632401,0.20100471594803304
1.8073331402367643,0.7090695707867228,2.4205766079422797,0.20100471594803304
1.8073331402367643,0.7090695707867228,2.3749115366858526,0.20100471594803304
1.8073331402367643,0.7090695707867228,2.3389149025671303,0.20100471594803304
1.8073331402367643,0.7090695707867228,2.5059070444342235,0.20100471594803304
1.8073331402367643,0.7090695707867228,2.601246983271542,0.20100471594803304
1.8803675926872638,0.7090695707867228,2.171926671298831,0.20100471594803304
1.8803675926872638,0.7090695707867228,2.3302774106654858,0.20100471594803304
1.8803675926872638,0.7090695707867228,2.6107630422555865,0.20100471594803304
1.8803675926872638,0.686944857922163,2.5908154878026126,0.20100471594803304
1.8803675926872638,0.686944857922163,2.5212714905316864,0.20100471594803304
1.7971568219031122,0.686944857922163,2.645118759657099,0.20100471594803304
1.7971568219031122,0.686944857922163,2.4442675166387366,0.20100471594803304
