n,α,β,θ,ρ,ρlow
10,1.3460698245485052,0.9348478869110775,1.540426752196989,0.01000000059666017,0.0
25,1.60403069359702,0.8349777068354424,2.5056636013531937,0.1975479088443591,0.18754790882835204
50,1.7814568396943502,0.7862355884866697,2.3513047113216765,0.1975479088295303,0.18754790882835204
75,1.9084814150960845,0.7402579945392634,2.063533136748008,0.2075061145558559,0.19750611455564138
100,2.1135157145850245,0.7309616920028628,1.9163091305022615,0.20932904874897817,0.19932904874856738
125,2.0384373541070975,0.7178556416638369,2.1325455769417325,0.20932904874856742,0.19932904874856738
150,2.11920213853209,0.7309286762139503,1.972976148992837,0.20932904874856742,0.19932904874856738
175,2.075232991707808,0.7404419479887191,2.0027023614727093,0.2093290487489009,0.19932904874856738
200,2.072044961480923,0.7225402994500685,2.122215997618518,0.20932904874856742,0.19932904874856738
