n,α,β,θ,ρ,ρlow
10,0.45487853559371444,1.1980059120498192,2.2955916291705445,0.3291371529621268,0.31913715296194367
25,0.631438847552851,1.3756693990142643,1.3837795744683272,0.3815164898538716,0.31913715296194367
50,0.8118911149503342,1.4258147753327397,1.1353511121694473,0.7351482678957286,0.686914791231951
75,0.8080669370082685,1.4947864628978798,0.9938327838105363,0.7441718271332802,0.686914791231951
100,0.7669166862675738,1.5196079501560726,0.9471562550621258,0.7319556625445242,0.686914791231951
125,0.8250980771443256,1.4930056614861738,0.9261283394200376,0.7470142026204264,0.686914791231951
150,0.8812442343855931,1.5020822521297716,0.8715297152094951,0.7467765963346061,0.686914791231951
175,0.90230441744465,1.5094860881575058,0.8436864830176238,0.7570447942784957,0.686914791231951
200,0.8803135576515214,1.5019002602634655,0.8793093345275066,0.7453331738798922,0.686914791231951
